,iso_code,continent,country,count_date,total_cases,new_cases,total_deaths,total_cases_per_million,total_deaths_per_million,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,animal_products,animal_fats,aquatic_products,cereals_excluding_beer,eggs,seafood,fruits_excluding_wine,meat,milk_excluding_butter,miscellaneous,offals,oilcrops,pulses,spices,starchy_roots,stimulants,sugar_and_sweeteners,sugar_crops,treenuts,vegetable_oils,vegetables,vegetal_products,obesity,undernourished,confirmed,deaths,recovered,active,population
123,RUS,Europe,Russia,2021-05-12,4849044.0,8096.0,112410.0,33227.546,770.277,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,16.1525,0.2486,0.0023,8.2803,0.9029,1.1312,3.162,4.318,9.3253,0.0118,0.2249,0.1319,0.1426,0.0118,6.3194,0.1809,4.6144,0.0,0.0118,0.8663,6.3713,33.8472,25.7,2.5,2.663104414,0.051120062,2.316142245,0.295842108,146733000
124,RWA,Africa,Rwanda,2021-05-12,25846.0,73.0,340.0,1995.49,26.25,12952209,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,2.6366,0.0186,0.0,3.538,0.0269,0.5279,15.7285,0.6257,1.3521,0.0283,0.0855,0.2233,2.5036,0.0179,20.4415,0.011,0.5782,0.0,0.0,0.2109,2.7193,47.3634,4.8,36.8,0.12613496,0.001675417,0.093012662,0.031446881,12952000
125,KNA,North America,Saint Kitts and Nevis,2021-05-12,45.0,0.0,,845.992,,53192,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,14.0252,0.1735,0.0,6.3135,0.3868,3.4174,7.5449,7.8207,1.895,1.5442,0.3318,0.947,0.5422,0.0901,2.715,0.0749,6.4623,0.0,0.0673,1.385,4.209,35.9677,23.1,0.0,0.074074074,0.0,0.066666667,0.007407407,54000
126,LCA,North America,Saint Lucia,2021-05-12,4725.0,25.0,75.0,25731.23,408.432,183629,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,14.8893,0.0252,0.0009,7.2091,0.3326,3.0652,5.9453,8.17,2.8881,1.6054,0.4063,0.6274,0.5663,0.178,2.6427,0.0602,3.7043,0.0,0.0575,0.6103,4.1169,35.0964,19.8,0.0,0.996153846,0.00989011,0.480769231,0.505494505,182000
127,VCT,North America,Saint Vincent and the Grenadines,2021-05-12,1926.0,4.0,12.0,17359.64,108.16,110947,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,11.0865,0.022,0.0,9.0142,0.3412,1.3785,10.471,6.9184,2.2593,1.9325,0.1672,0.1049,0.6452,0.2113,4.3734,0.2933,3.4592,0.0,0.0357,0.7227,5.1371,38.9005,23.8,5.7,1.082882883,0.002702703,0.361261261,0.718918919,111000
128,WSM,Oceania,Samoa,2021-05-12,3.0,0.0,,15.12,,198410,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,11.163,0.2262,0.1236,3.6768,0.1314,2.7788,10.7845,5.7993,1.9647,0.7751,0.1398,10.5187,0.0,0.0582,7.6944,0.1344,2.0811,0.0036,0.0108,0.5117,1.1656,38.8349,45.5,2.7,0.001,0.0,0.001,0.0,200000
129,STP,Africa,Sao Tome and Principe,2021-05-12,2320.0,0.0,35.0,10585.825,159.7,219161,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,4.1199,0.022,0.0,7.3796,0.0562,2.3033,18.2736,1.2054,0.5152,0.424,0.0187,9.9865,0.3109,0.0293,3.7154,0.0073,2.5939,0.0,0.0024,0.7805,0.857,45.8801,10.6,7.0,0.643333333,0.008571429,0.504761905,0.13,210000
130,SAU,Asia,Saudi Arabia,2021-05-12,429389.0,1020.0,7111.0,12333.85,204.258,34813867,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,12.9962,0.3917,0.0,16.3284,0.6003,1.0369,7.0413,4.9529,5.8598,0.669,0.1547,0.1492,0.4768,0.2434,1.4542,0.205,2.8571,0.0009,0.1135,1.7626,5.7024,37.0038,35.0,7.1,1.055794641,0.018255758,1.030898091,0.006640792,35041000
131,SEN,Africa,Senegal,2021-05-12,40762.0,33.0,1121.0,2434.434,66.95,16743930,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,5.3434,0.0353,0.0,25.9204,0.1878,2.0588,2.3456,1.6081,1.2496,0.0148,0.206,0.7637,0.4712,0.0717,2.6177,0.1161,2.0941,0.0,0.1047,1.9325,7.8951,44.6423,7.4,11.3,0.170144529,0.004031295,0.139106546,0.027006689,16744000
132,SRB,Europe,Serbia,2021-05-12,703497.0,1046.0,6611.0,103385.565,971.549,6804596,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,16.7466,0.2524,0.0,9.7485,0.6322,0.4148,5.9753,3.5893,11.619,0.0067,0.2389,0.1322,0.1805,0.0242,2.545,0.243,2.0255,0.0007,0.1268,0.4644,7.3941,33.2476,23.5,5.7,5.840908438,0.059105936,0.0,5.781802501,6957000
133,SLE,Africa,Sierra Leone,2021-05-12,4089.0,0.0,79.0,512.6,9.903,7976985,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,5.6877,0.0067,0.0,19.9349,0.1343,2.5044,3.2119,0.7837,2.1711,0.2504,0.0857,0.5999,0.8913,0.0638,12.4228,0.0762,0.6323,0.0,0.1,1.276,4.5526,44.3138,7.5,25.6,0.047285947,0.000990347,0.030738373,0.015557227,7977000
134,SVK,Europe,Slovakia,2021-05-12,386540.0,404.0,12096.0,70799.501,2215.529,5459643,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,18.9841,1.3559,0.0,5.4026,0.939,0.7045,3.5463,4.3096,11.4696,0.029,0.2055,0.2055,0.0973,0.0421,3.6814,0.2513,5.5166,0.0,0.1118,1.438,4.5601,31.0231,22.4,3.4,4.792640059,0.094013182,4.361424387,0.33720249,5462000
135,SVN,Europe,Slovenia,2021-05-12,247449.0,724.0,4304.0,119026.981,2070.294,2078932,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,18.9196,1.1248,0.0005,7.6345,0.5376,0.6515,6.4367,4.161,12.2569,0.6133,0.1879,0.1285,0.1106,0.0561,2.6837,0.2615,2.4915,0.0,0.1972,0.4739,5.002,31.0774,22.5,2.5,8.235901094,0.171754636,7.312933904,0.751212553,2103000
136,SLB,Oceania,Solomon Islands,2021-05-12,20.0,0.0,,29.117,,686878,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567,3.8504,0.1038,0.0121,9.0233,0.0826,2.284,3.2798,0.8897,0.438,0.5585,0.0394,5.0334,0.7366,0.0364,24.25,0.0856,0.8268,0.0,0.0356,0.3327,1.1223,46.1492,20.5,8.9,0.002377622,0.0,0.001398601,0.000979021,715000
137,ZAF,Africa,South Africa,2021-05-12,1602031.0,2759.0,54968.0,27011.741,926.812,59308690,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,11.8433,0.0593,0.0009,17.1035,0.594,0.5365,1.9355,5.3933,4.8155,0.0009,0.4448,0.2462,0.1546,0.0539,2.8503,0.1321,4.4677,0.0,0.0108,1.1726,3.7632,38.1554,27.0,6.2,2.471489904,0.077446837,2.248099886,0.145943181,59628000
138,ESP,Europe,Spain,2021-05-12,3592751.0,6418.0,79208.0,76842.427,1694.115,46754783,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,18.3382,0.2357,0.0011,6.0548,0.7321,2.2646,4.8332,5.3456,9.5991,0.0,0.1605,0.265,0.2666,0.0069,3.0975,0.2229,1.8482,0.0,0.4287,1.5122,7.8139,31.6581,27.1,2.5,6.176110003,0.128867429,0.315683846,5.731558728,47635000
139,LKA,Asia,Sri Lanka,2021-05-12,133527.0,2429.0,850.0,6235.719,39.695,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,5.5328,0.0147,0.0039,20.7839,0.4178,3.0173,4.1171,0.8845,1.0948,0.0303,0.0998,7.1364,0.9608,0.5244,1.9793,0.2818,2.7209,0.0,0.135,0.2466,4.8753,44.4618,5.4,9.0,0.312604276,0.001600036,0.285335278,0.025668961,21937000
140,SDN,Africa,Sudan,2021-05-12,34889.0,0.0,2446.0,795.658,55.782,43849269,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,13.1178,0.0958,0.0,12.9192,0.1176,0.1018,7.0919,2.1133,10.4116,0.0741,0.2796,0.492,1.0631,0.0405,1.9167,0.1502,3.1231,0.7262,0.0,0.9366,8.3477,36.8813,7.4,20.1,0.067581929,0.004175694,0.049702388,0.013703847,43849000
141,SUR,South America,Suriname,2021-05-12,11427.0,121.0,220.0,19478.926,375.021,586634,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,6.7984,0.0438,0.0,13.9476,0.5407,1.4348,8.6872,3.6451,1.0789,1.2414,0.0576,0.6757,0.1719,0.0224,2.4553,0.0903,4.7051,0.3207,0.0155,1.3351,5.3705,43.1917,26.5,8.5,1.429752066,0.026446281,1.318016529,0.085289256,605000
142,SWE,Europe,Sweden,2021-05-12,1027934.0,6330.0,14267.0,101783.0,1412.676,10099270,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,24.0627,1.0442,0.0,6.1923,0.7266,1.7659,3.5405,4.1476,16.3687,0.4623,0.0086,0.1712,0.0937,0.0484,2.8343,0.5533,2.5211,0.0,0.0996,0.3967,4.611,25.9282,22.1,2.5,5.666975041,0.116748579,0.0,5.550226462,10377000
143,CHE,Europe,Switzerland,2021-05-12,677210.0,1539.0,10725.0,78248.399,1239.223,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,22.4227,0.4802,0.0022,5.9818,0.5377,0.9109,4.6041,3.6314,16.706,0.0,0.1549,0.1124,0.0995,0.0382,2.1542,0.3727,2.9737,0.0,0.2377,1.0637,4.9478,27.5705,21.2,2.5,6.160215427,0.111257818,3.678480426,2.370477183,8634000
144,TWN,Asia,Taiwan,2021-05-12,1231.0,21.0,12.0,51.686,0.504,23816775,,42.2,,8.353,,,103.957,,,,,,80.46,,12.1312,0.1577,0.0281,10.0808,1.09,2.3182,8.3904,6.0558,2.3299,0.1874,0.1507,1.0736,0.2077,0.1023,0.8565,0.1374,2.3455,0.2826,0.4185,1.8271,9.1938,37.8684,0.0,3.5,0.003913596,3.81e-05,0.003570521,0.000304956,23610000
145,TJK,Asia,Tajikistan,2021-05-12,13308.0,0.0,90.0,1395.313,9.436,9537642,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,7.2363,0.0018,0.0,13.3691,0.2255,0.0342,3.7863,1.5221,5.2373,0.2089,0.2144,0.1349,0.2486,0.0305,2.9278,0.0555,1.6607,0.0,0.0582,0.8419,19.2995,42.7642,12.6,0.0,0.141139039,0.000954502,0.140184537,0.0,9429000
146,THA,Asia,Thailand,2021-05-12,88907.0,1983.0,486.0,1273.74,6.963,69799978,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,7.7828,0.0902,0.0325,17.5571,1.1143,2.6297,8.3291,2.4675,1.3279,0.009,0.1199,1.2775,0.2344,0.6626,1.8887,0.1262,4.0424,0.0,0.0938,0.7816,3.5962,42.2145,10.8,7.8,0.035126402,0.000118736,0.025463673,0.009543993,66534000
147,TLS,Asia,Timor,2021-05-12,3626.0,133.0,5.0,2750.216,3.792,1318442,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,5.4983,0.0897,0.0,26.332,0.1025,1.0225,2.1027,4.0376,0.1307,0.8905,0.1153,0.5612,0.9098,0.05,5.5022,1.0136,2.8203,0.0,0.0013,0.6842,3.1867,44.503,2.9,24.9,0.006069803,0.0,0.004628225,0.001441578,1318000
148,TGO,Africa,Togo,2021-05-12,13210.0,43.0,125.0,1595.654,15.099,8278737,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,3.6702,0.0292,0.0,15.8144,0.1067,1.3178,0.91,1.4133,0.7246,0.7448,0.0775,0.4718,1.7626,0.0595,20.0654,0.0843,1.8312,0.0,0.0,1.4099,2.1637,46.3287,7.1,16.1,0.065660104,0.000954222,0.054777147,0.009928735,8279000
149,TTO,North America,Trinidad and Tobago,2021-05-12,14417.0,615.0,235.0,10301.603,167.918,1399491,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.796,12.7835,0.2804,0.0,13.0903,0.4044,2.3299,4.9733,6.7063,2.8789,0.2413,0.1837,1.2016,0.8939,0.2305,3.5148,0.0899,5.62,0.0,0.0928,1.2563,3.5256,37.2145,19.7,5.5,0.556026297,0.009861213,0.529948868,0.016216216,1369000
150,TUN,Africa,Tunisia,2021-05-12,324103.0,1105.0,11637.0,27423.088,984.633,11818618,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,9.6312,0.2083,0.0,12.0523,0.4508,0.7615,5.4307,1.6411,6.4775,0.0116,0.0926,0.2031,0.4311,0.1065,1.7724,0.1979,2.0832,0.0,0.3489,1.2551,15.7731,40.3673,27.3,4.3,1.817215871,0.060205111,1.453303631,0.303707128,11896000
151,TUR,Asia,Turkey,2021-05-12,5072462.0,13029.0,43821.0,60143.682,519.581,84339067,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,12.3156,0.1459,0.0,9.708,0.3956,0.2582,6.8321,2.0694,9.3619,0.0101,0.0857,0.272,0.682,0.1251,2.4947,0.2002,1.7004,0.0,0.4664,1.0174,13.5284,37.6836,32.2,2.5,3.015137872,0.031867633,2.881050193,0.102220046,83737000
152,UGA,Africa,Uganda,2021-05-12,42487.0,60.0,346.0,928.86,7.564,45741000,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,5.6473,0.0352,0.0,6.748,0.0815,1.0442,11.3112,0.8978,3.4755,0.0371,0.113,0.6338,2.3942,0.012,12.361,0.013,1.2601,0.0,0.0,0.744,2.6703,44.3536,4.1,41.0,0.087057563,0.000714895,0.031370106,0.054972563,45741000
153,UKR,Europe,Ukraine,2021-05-12,2185088.0,4659.0,48908.0,49963.416,1118.312,43733759,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,13.1214,0.1753,0.0006,9.3613,0.8434,0.6821,2.9418,2.7425,8.5442,0.007,0.1339,0.0175,0.1099,0.0111,7.6721,0.0883,3.8811,0.0,0.0807,0.647,9.4361,36.8777,26.1,3.5,3.075922734,0.059205802,2.653382163,0.363334769,41778000
154,ARE,Asia,United Arab Emirates,2021-05-12,540646.0,1508.0,1619.0,54663.714,163.694,9890400,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,10.5491,0.1896,0.0,12.906,0.5958,1.9682,8.1938,4.94,2.6468,0.9471,0.2095,0.6133,2.1108,0.3194,0.8937,0.1649,3.6576,0.0,0.5838,0.7949,8.2695,39.4461,29.9,2.6,3.307445285,0.009347515,3.079167519,0.218930252,9778000
155,GBR,Europe,United Kingdom,2021-05-12,4457742.0,2296.0,127901.0,65665.111,1884.056,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,18.8798,0.2754,0.0006,6.5412,0.621,1.0911,4.9551,4.4181,12.3684,0.6658,0.1056,0.224,0.2035,0.0653,5.1133,0.2461,2.4383,0.0,0.0901,0.7372,4.5851,31.1116,29.5,2.5,5.868482728,0.167220071,0.01516081,5.686101846,67160000
156,TZA,Africa,Tanzania,2021-05-12,509.0,0.0,21.0,8.521,0.352,59734213,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,4.8022,0.0403,0.0,10.4453,0.03,0.5828,6.8147,0.7902,3.3606,0.0214,0.0,1.2839,2.1761,0.0274,13.937,0.03,1.0345,0.0,0.042,0.9136,3.952,45.1973,7.1,30.7,0.000852111,3.52e-05,0.000306358,0.000510597,59734000
157,USA,North America,United States of America,2021-05-12,32814415.0,35509.0,583684.0,99136.413,1763.382,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,21.2352,0.1681,0.002,5.5048,0.786,1.1287,4.5432,6.2645,12.8657,0.0,0.0197,0.3246,0.1893,0.049,2.839,0.2458,3.32,0.0,0.1772,0.9889,5.7249,28.7587,37.3,2.5,8.15992185,0.140103008,0.0,8.019818842,329878000
158,URY,South America,Uruguay,2021-05-12,228102.0,2255.0,3252.0,65664.918,936.17,3473727,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817,17.8865,0.21,0.0,10.251,0.7764,0.6058,5.3746,3.7863,12.3906,0.3918,0.1168,0.277,0.1936,0.0144,3.044,0.6169,3.4102,0.0,0.0131,1.0337,3.9333,32.1076,28.9,2.5,1.269102237,0.013622203,1.089464741,0.166015293,3531000
159,UZB,Asia,Uzbekistan,2021-05-12,95467.0,395.0,666.0,2852.384,19.899,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,14.4463,0.1353,0.0,10.5365,0.3566,0.1218,5.215,1.8621,11.7952,0.04,0.1748,0.0287,0.0022,0.0038,2.8891,0.0644,0.5796,0.0,0.0649,0.6109,14.8354,35.554,15.3,6.3,0.231301574,0.001817171,0.226751331,0.002733072,34174000
160,VUT,Oceania,Vanuatu,2021-05-12,4.0,0.0,1.0,13.023,3.256,307150,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,6.6244,0.0793,0.0,6.4102,0.1875,2.1649,5.8103,2.7466,1.2692,0.2882,0.1776,12.1763,0.0008,0.0374,12.7275,0.0305,1.3645,0.0,0.0038,0.3674,3.9175,43.3737,23.5,7.2,0.000311526,0.0,0.000311526,0.0,321000
161,VEN,South America,Venezuela,2021-05-12,210948.0,832.0,2337.0,7418.358,82.185,28435943,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,14.7565,0.0403,0.0,12.9253,0.3389,0.9456,7.646,3.8328,9.392,0.0702,0.2078,0.0281,0.3342,0.0009,2.5643,0.1479,3.4106,0.0,0.0009,1.3734,4.1474,35.2416,25.2,21.2,0.452585093,0.004286961,0.424398673,0.023899459,28645000
162,VNM,Asia,Vietnam,2021-05-12,3658.0,87.0,35.0,37.58,0.36,97338583,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,8.5765,0.164,0.0042,16.874,0.3077,2.6392,5.9029,4.4382,0.6069,0.0126,0.4149,0.841,0.2032,0.2074,1.0596,0.288,1.2846,0.815,0.307,0.2201,11.9508,41.4232,2.1,9.3,0.002063217,3.64e-05,0.001525845,0.000500993,96209000
163,YEM,Asia,Yemen,2021-05-12,6498.0,6.0,1277.0,217.864,42.815,29825968,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,5.7874,0.0446,0.0,27.2077,0.2579,0.524,5.1344,2.7871,1.8911,0.2033,0.2827,0.0893,0.8645,0.0347,1.0794,0.2199,5.0468,0.0,0.0017,1.0811,3.2135,44.2126,14.1,38.9,0.007131362,0.002061959,0.004787769,0.000281633,29826000
164,ZMB,Africa,Zambia,2021-05-12,92211.0,59.0,1259.0,5015.841,68.484,18383956,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,6.0197,0.0829,0.0,21.1938,0.3399,1.6924,1.0183,1.8427,1.757,0.2149,0.3048,1.8736,0.1756,0.0478,7.9649,0.0618,1.5632,0.0,0.0014,0.6657,3.4649,43.9789,6.5,46.7,0.334132942,0.004563751,0.290524369,0.039044822,18384000
165,ZWE,Africa,Zimbabwe,2021-05-12,38466.0,18.0,1579.0,2588.05,106.237,14862927,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,8.1489,0.0755,0.0,22.624,0.2678,0.5518,2.2,2.6142,4.431,0.2012,0.2086,0.4498,0.4261,0.0252,2.987,0.1494,4.6485,0.0,0.0518,1.7103,2.3213,41.8526,12.3,51.3,0.232032564,0.008854202,0.190964139,0.032214223,14863000
